# Isochrone from from BaSTI-IAC database
# Scaled solar models & transformations  -  GAIA-DR3
#========================================================================================================================================================================================================
#========================================================================================================================================================================================================
#  Np = 2100   [M/H] = -0.001   Z = 0.0149205   Y = 0.26948852   Age (Myr) = 20.000
#========================================================================================================================================================================================================
#    M/Mo(ini)     M/Mo(fin)    log(L/Lo)  logTe        G     G_BP     G_RP    G_RVS
#========================================================================================================================================================================================================
   6.2335591992   6.2335591992   3.14891  4.28498   -1.3043  -1.4154  -1.0934  -1.0744
   6.2694279665   6.2694279665   3.15883  4.28628   -1.3216  -1.4331  -1.1100  -1.0908
   6.3052967337   6.3052967337   3.16874  4.28761   -1.3388  -1.4506  -1.1264  -1.1069
   6.3411655009   6.3411655009   3.17861  4.28892   -1.3559  -1.4681  -1.1428  -1.1231
   6.3770342682   6.3770342682   3.18841  4.29019   -1.3732  -1.4857  -1.1594  -1.1394
   6.4129030354   6.4129030354   3.19818  4.29143   -1.3905  -1.5034  -1.1760  -1.1558
   6.4487718027   6.4487718027   3.20793  4.29266   -1.4078  -1.5210  -1.1926  -1.1722
   6.4846405699   6.4846405699   3.21765  4.29389   -1.4251  -1.5387  -1.2091  -1.1886
   6.5205093372   6.5205093372   3.22725  4.29510   -1.4422  -1.5561  -1.2256  -1.2049
   6.5563781044   6.5563781044   3.23676  4.29628   -1.4592  -1.5735  -1.2420  -1.2210
   6.5922468717   6.5922468717   3.24624  4.29745   -1.4762  -1.5908  -1.2583  -1.2372
   6.6281156389   6.6281156389   3.25569  4.29862   -1.4932  -1.6082  -1.2747  -1.2533
   6.6639844062   6.6639844062   3.26511  4.29977   -1.5102  -1.6255  -1.2910  -1.2695
   6.6998531734   6.6998531734   3.27451  4.30091   -1.5272  -1.6428  -1.3073  -1.2856
   6.7357219407   6.7357219407   3.28388  4.30205   -1.5442  -1.6601  -1.3237  -1.3018
   6.7715907079   6.7715907079   3.29322  4.30317   -1.5611  -1.6774  -1.3400  -1.3179
   6.8074594752   6.8074594752   3.30253  4.30428   -1.5781  -1.6947  -1.3564  -1.3341
   6.8433282424   6.8433282424   3.31182  4.30539   -1.5951  -1.7119  -1.3727  -1.3502
   6.8791970096   6.8791970096   3.32109  4.30648   -1.6120  -1.7292  -1.3891  -1.3664
   6.9150657769   6.9150657769   3.33033  4.30757   -1.6290  -1.7465  -1.4054  -1.3825
   6.9509345441   6.9509345441   3.33954  4.30864   -1.6460  -1.7638  -1.4218  -1.3987
   6.9868033114   6.9868033114   3.34874  4.30971   -1.6629  -1.7810  -1.4382  -1.4149
   7.0226720786   7.0226720786   3.35782  4.31075   -1.6798  -1.7982  -1.4544  -1.4310
   7.0585408459   7.0585408459   3.36682  4.31177   -1.6965  -1.8152  -1.4706  -1.4470
   7.0944096131   7.0944096131   3.37579  4.31278   -1.7133  -1.8323  -1.4868  -1.4630
   7.1302783804   7.1302783804   3.38475  4.31379   -1.7300  -1.8493  -1.5030  -1.4790
   7.1661471476   7.1661471476   3.39369  4.31478   -1.7468  -1.8663  -1.5192  -1.4950
   7.2020159149   7.2020159149   3.40261  4.31577   -1.7636  -1.8834  -1.5354  -1.5111
   7.2378846821   7.2378846821   3.41150  4.31674   -1.7803  -1.9005  -1.5517  -1.5272
   7.2737534494   7.2737534494   3.42038  4.31770   -1.7972  -1.9176  -1.5680  -1.5433
   7.3096222166   7.3096222166   3.42924  4.31866   -1.8140  -1.9347  -1.5843  -1.5594
   7.3454909839   7.3454909839   3.43808  4.31960   -1.8309  -1.9518  -1.6006  -1.5756
   7.3813597511   7.3813597511   3.44691  4.32053   -1.8477  -1.9689  -1.6170  -1.5918
   7.4172285184   7.4172285184   3.45571  4.32145   -1.8646  -1.9861  -1.6334  -1.6080
